repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
53434551,Python,? Quickly search over billions of images,1554,1520,388,12,12,08 March 2016,20 December 2017,ascribe/image-match,
53449780,Java,null,344,1085,13,2,3,08 March 2016,21 February 2017,android-ui-toolkit-demos,
53483065,Java,A demo show how to use Retrofit with Rxjava,137,1172,19,2,2,09 March 2016,16 November 2016,RxjavaRetrofitDemo,
53558755,JavaScript,PSA: this repo has been moved into babel/babel -->,10101,1336,1766,134,139,10 March 2016,21 February 2018,babylon,
53564521,Java,SpringMVC ? MyBatis ???????????????????????????,16312,1170,8,1,1,10 March 2016,20 August 2017,springmvc-mybatis-learning,
53587175,JavaScript,?‍? ???????????,2333,1741,339,6,6,10 March 2016,14 November 2017,cooking,
53668532,JavaScript,Concurrency tracer and visualizer for Go (Golang) programming language,2324,1123,123,3,3,11 March 2016,31 July 2017,gotrace,
53693596,JavaScript,A tiny library for building modular UI components using DOM diffing and ES6 tagged template literals,96,1216,74,15,15,11 March 2016,12 February 2018,yo-yo,
53717060,Python,TensorFlow for Raspberry Pi,275712,1499,75,5,5,12 March 2016,18 January 2018,tensorflow-on-raspberry-pi,
53768826,Java,"??RxJava????APP,??RxJava2.x??",11380,1025,81,2,2,13 March 2016,20 October 2017,RxJavaApp,
53799401,Java,A powerful Android layout view that use java expression in layout params to describe relative positions.,511,1418,52,2,2,13 March 2016,28 October 2017,mmin18/FlexLayout,
53907918,JavaScript,":books: Interactive MindMap, RoadMap(Learning Path/Interview Questions), xCompass, Weekly for Developer, to Learn Everything in ITCS  :dizzy: ???????????????????????",6049,1579,861,4,10,15 March 2016,15 March 2018,Awesome-KnowledgeMap,
53912913,Python,Flappy Bird hack using Deep Reinforcement Learning (Deep Q-learning).,67877,4029,58,6,6,15 March 2016,15 January 2018,yenchenlin1994/DeepLearningFlappyBird,
53953564,Python,???????Scrapy?Redis?,85,1916,70,6,7,15 March 2016,21 July 2017,SinaSpider,
53977537,JavaScript,A JavaScript touch gesture detection library for the modern web,23370,1587,116,4,5,15 March 2016,16 June 2017,zingchart/zingtouch,
54003178,Python,A Slack bot that helps you find an apartment.,22,951,18,3,3,16 March 2016,29 March 2017,apartment-finder,
54027312,Swift,The Unofficial Apple iOS Swift Calendar View. iOS calendar Library. iOS calendar Control. 100% Customizable,2137,4350,839,26,32,16 March 2016,04 January 2018,patchthecode/JTAppleCalendar,
54057611,Java,"A small, yet full-featured framework that allows building View-based Android applications",3187,2764,263,23,26,16 March 2016,29 January 2018,bluelinelabs/Conductor,
54086969,C#,":honeybee: A collection of awesome .NET core libraries, tools, frameworks and software",732,4307,718,98,109,17 March 2016,15 March 2018,awesome-dotnet-core,
54094266,Java,Lock view with blur effect. Easy to customise.,18782,947,27,1,1,17 March 2016,03 March 2017,BlurLockView,
54115435,Java,A library to reproduce the behavior of the Bottom Navigation guidelines from Material Design.,5526,2736,236,20,21,17 March 2016,10 February 2018,aurelhubert/ahbottomnavigation,
54134004,Swift,Bolts is a collection of low-level libraries designed to make developing mobile apps easier.,91,1075,80,8,8,17 March 2016,14 February 2018,Bolts-Swift,
54194374,Java,Play video in ListView or RecyclerView,6850,1175,23,1,1,18 March 2016,05 January 2017,VideoListPlayer,
54213490,C#,Xamarin.Forms official home,38972,1906,1548,106,109,18 March 2016,16 February 2018,xamarin/Xamarin.Forms,
54263833,Java,A menu which can ... BOOM! - Android,103934,4410,195,3,3,19 March 2016,11 September 2017,Nightonke/BoomMenu,
54264642,Java,BottomNavigationView  Designed according Google guideLine,1277,963,70,5,5,19 March 2016,24 July 2016,LuseenBottomNavigation,
54283063,Java,This Library helps users to use Bottom Navigation Bar (A new pattern from google) with ease and allows ton of customizations,3902,2816,131,3,6,19 March 2016,18 December 2017,Ashok-Varma/BottomNavigation,
54303805,Go,Alternative JSON parser for Go that does not require schema (so far fastest),254,1557,211,26,29,20 March 2016,14 March 2018,jsonparser,
54308113,Java,Android  loading animations,8544,4294,64,7,11,20 March 2016,14 November 2017,ybq/Android-SpinKit,
54311516,Java,Road Runner is a library for android which allow you to make your own loading animation using a SVG image,3880,1112,40,3,3,20 March 2016,03 June 2017,RoadRunner,
54355916,Java,Status Bar Utils ----  Change Status Bar Mode Simply,426,1623,31,2,2,21 March 2016,18 July 2017,niorgai/StatusBarCompat,
54360307,C++,Tiny WebSockets,2467,8563,891,48,51,21 March 2016,10 February 2018,alexhultman/uWebSockets,
54400687,Go,"A modern load testing tool, using Go and JavaScript - https://k6.io",7986,3459,2294,32,39,21 March 2016,14 March 2018,k6,
54413435,Java,? A Complete Fast Android Networking Library that also supports HTTP/2 ?,2773,3039,528,9,12,21 March 2016,19 January 2018,Fast-Android-Networking,
54445812,JavaScript,2D JavaScript Physics Engine,1125,2903,128,7,7,22 March 2016,08 February 2018,planck.js,
54457029,Java,Horizon - Simple visual equaliser for Android,4499,1712,26,3,4,22 March 2016,09 October 2017,Yalantis/Horizon,
54539060,Go,Efficient cache for gigabytes of data written in Go.,107,1382,78,12,13,23 March 2016,30 November 2017,bigcache,
54569744,JavaScript,The ultimate JavaScript string library,2905,1885,521,7,7,23 March 2016,30 December 2017,panzerdp/voca,
54572588,JavaScript,Check if a number is equal to 13.,323,1911,335,91,102,23 March 2016,06 February 2018,jezen/is-thirteen,
54618840,Java,Android platform on the use of Demo RxJava,14387,1039,47,3,3,24 March 2016,09 June 2017,rxjava_for_android,
54619450,Java,?????? ????netease  android?????? ?? ??,115952,4088,129,2,2,24 March 2016,12 June 2017,remusic,
54653750,JavaScript,Highly customizable material design components for React Native,615,1544,444,52,53,24 March 2016,10 March 2018,react-native-material-ui,
54756921,JavaScript,Prerenders static HTML in a single-page application.,532,2233,69,14,15,26 March 2016,14 March 2018,prerender-spa-plugin,
54802321,JavaScript,:metal: Present code with style,8456,3732,54,12,12,26 March 2016,09 January 2018,thejameskyle/spectacle-code-slide,
54820465,Java,This is a leanback style tv launcher(minSdkVersion 17),20567,1998,185,2,2,27 March 2016,01 February 2018,AndroidTVLauncher,
54828252,Python,Task scheduling library for Python,1531,985,678,21,23,27 March 2016,24 January 2018,apscheduler,
54880411,Java,"A custom view can pull up and down,support ScrollView,ListView,RecyclerView,WebView and all another views, easy to use",19933,1435,106,1,2,28 March 2016,07 March 2018,SpringView,
54884970,Java,"A plugin framework on android,Run any third-party apk without installation, modification or repackage",1477,1647,148,7,8,28 March 2016,12 June 2017,DroidPlugin,
54943110,JavaScript,DEPRECATED - We urge you to simply use idiomatic redux + redux-thunk.,2797,1446,423,18,19,29 March 2016,07 September 2017,jumpsuit/jumpsuit,
54959119,JavaScript,High level abstraction between React and Redux,5841,1266,477,11,11,29 March 2016,18 February 2018,kea,
54961145,Java,Navigation tab bar with colorful interactions.,366,3736,83,5,7,29 March 2016,01 June 2017,DevLight-Mobile-Agency/NavigationTabBar,
54984453,Java,Welcome Coordinator for Android,53075,1222,116,4,4,29 March 2016,06 May 2016,txusballesteros/welcome-coordinator,
54994271,PHP,:panda_face: ???????-?????????????? Nice Front-end Tutorial ?????,641,1041,139,5,8,29 March 2016,25 January 2018,Front-end-tutorial,
55052303,Java,Android Carousel LayoutManager for RecyclerView,10854,1500,70,3,4,30 March 2016,10 January 2017,CarouselLayoutManager,
55159824,JavaScript,Shoot billions of emails using AWS - SES - Lambda,2372,1139,715,12,14,31 March 2016,14 March 2018,MoonMail,
55218353,JavaScript,"Awesome SVG icon component for Vue.js, built-in with Font Awesome icons.",5546,1170,80,7,8,01 April 2016,01 March 2018,vue-awesome,
55228103,Java,:octocat: ?  FoldingCell is a material design expanding content cell inspired by folding paper material made by @Ramotion,26303,3546,96,8,9,01 April 2016,13 February 2018,Ramotion/folding-cell-android,
55258005,Python,Universal Radio Hacker: investigate wireless protocols like a boss,36120,2968,2411,7,9,01 April 2016,15 March 2018,urh,
55271222,Python,Deep learning driven jazz generation using Keras & Theano!,12219,1895,23,1,1,02 April 2016,13 October 2017,jisungk/deepjazz,
55289739,Java,"A pull to refresh layout for android, the RecyclerRefreshLayout is based on the SwipeRefreshLayout. support all the views, highly customizable, code simplicity, etc",37395,1530,73,2,3,02 April 2016,25 July 2017,dinuscxj/RecyclerRefreshLayout,
55290622,JavaScript,:metal: Rest API provider for angular.,43,138,55,3,3,02 April 2016,26 September 2016,zaqqaz/ng-rest-api,
55318630,Swift,A summary of Apple's Swift language written on Playgrounds,389,1650,62,10,14,02 April 2016,16 December 2017,jakarmy/swift-summary,
55352449,Java,A cool search view animation library ,1112,2125,64,1,1,03 April 2016,17 April 2017,android-cjj/JJSearchViewAnim,
55360541,PHP,"Powerful modern math library for PHP: Features descriptive statistics and regressions; Continuous and discrete probability distributions; Linear algebra with matrices and vectors, Numerical analysis; special mathematical functions; Algebra",2864,966,2400,10,10,03 April 2016,11 March 2018,math-php,
55381898,Java,???????????,2471,1283,14,1,2,04 April 2016,12 June 2016,AndroidDaemonService,
55409392,Swift,:octocat: PreviewTransition is a simple preview gallery UI controller,18343,1688,110,8,8,04 April 2016,18 January 2018,Ramotion/preview-transition,
55424670,JavaScript,? Workbox: JavaScript libraries for Progressive Web Apps,5114,4455,520,22,22,04 April 2016,14 March 2018,workbox,
55439112,Java,Bottom Navigation widget component inspired by the Google Material Design Guidelines at https://www.google.com/design/spec/components/bottom-navigation.html,51537,1091,286,3,4,04 April 2016,27 November 2017,Material-BottomNavigation,
55524946,Python,Better lighting for Linux. Open source GUI for xflux,1517,1487,221,12,22,05 April 2016,28 February 2018,fluxgui,
55637575,Go,A QUIC implementation in pure go,4892,1289,2514,15,18,06 April 2016,15 March 2018,quic-go,
55676415,Java,Android ?????? App??? MVP?RxJava?Retrofit2?OKHttp3?Dagger2?RetroLambda ????????,2697,1592,119,1,1,07 April 2016,08 December 2017,MinimalistWeather,
55692867,Python,"A fork of ""Minecraft in 500 lines of python"" intended to someday be used as a real engine, instead of as a learning example.",716,1088,241,30,37,07 April 2016,18 July 2017,traverseda/pycraft,
55705803,Swift,An easier way to compose attributed strings,2666,1958,62,6,6,07 April 2016,20 December 2017,delba/TextAttributes,
55726144,Python,null,67,1356,54,4,5,07 April 2016,06 November 2017,alex-sherman/deco,
55743562,Java,Router activities and methods with url for android,7050,2188,109,4,6,08 April 2016,03 November 2017,mzule/ActivityRouter,
55811475,Go,"A toolkit for creating and managing declarative, self-healing infrastructure.",28565,1892,810,40,42,08 April 2016,13 February 2018,docker/infrakit,
55888708,JavaScript, Underscore.js ???? & ?????? :heavy_exclamation_mark:?,220,2481,104,1,2,10 April 2016,21 November 2017,hanzichi/underscore-analysis,
55937898,Python,Download the entire Wayback Machine archive for a given URL.,35,1951,49,4,4,11 April 2016,03 September 2017,jsvine/waybackpack,
55986591,C#,A multitasking monolithic Kernel based x86 targeting Operating System written in C# from scratch aiming for high-level implementation of drivers in managed environment.,6477,1179,350,2,2,11 April 2016,18 March 2017,AtomOS,
56004753,C++,"Using Dijkstra's algorithm (""finding the shortest paths between nodes in a graph"") to draw maps :earth_africa:.",49827,1003,8,1,2,11 April 2016,27 October 2016,ibaaj/dijkstra-cartography,
56006770,JavaScript,A Javascript string manipulation library.,1298,1984,333,10,14,11 April 2016,13 February 2018,dleitee/strman,
56077169,JavaScript,Node.js SDK for Wit.ai,114,1296,53,21,21,12 April 2016,12 March 2018,node-wit,
56101366,JavaScript,Exemplary real world application built with React + Redux,511,1685,53,14,17,12 April 2016,30 December 2017,react-redux-realworld-example-app,
56101708,JavaScript,A Node client for the Facebook Messenger Platform,82,979,89,13,15,12 April 2016,15 March 2018,messenger-bot,
56182910,JavaScript,A tiny router for Redux that lets the URL do the talking.,4337,1004,400,26,33,13 April 2016,19 February 2018,redux-little-router,
56199482,JavaScript,Facebook Messenger bot 15 minute tutorial,2267,1779,42,7,8,14 April 2016,22 December 2017,jw84/messenger-bot-tutorial,
56199835,Python,"Tensorflow + Keras + OpenAI Gym implementation of 1-step Q Learning from  ""Asynchronous Methods for Deep Reinforcement Learning""",1096,923,63,5,8,14 April 2016,05 February 2018,async-rl,
56219025,Java,An Android time picker library.,7624,1321,32,2,2,14 April 2016,30 August 2017,TimePickerDialog,
56315715,JavaScript,Essential cross-platform UI components for React Native,17440,7684,1521,88,111,15 April 2016,13 February 2018,GeekyAnts/NativeBase,
56333861,JavaScript,A lightweight private npm proxy registry,11419,2458,1951,101,121,15 April 2016,14 March 2018,verdaccio,
56342508,Go,"CNCF Jaeger, a Distributed Tracing System",2671,4189,424,40,41,15 April 2016,14 March 2018,jaeger,
56348759,JavaScript,Starter kit for React and Redux in ES6 on Pluralsight,62,1090,69,4,4,15 April 2016,24 February 2018,pluralsight-redux-starter,
56352157,JavaScript,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",16303,7522,738,52,53,15 April 2016,07 February 2018,reactotron/reactotron,
56357916,JavaScript,Learn React Native through interactive examples,13343,1240,149,21,21,16 April 2016,05 March 2018,react-native-express,
56371551,Java,"Some beautiful android loading drawable, can be combined with any view as the LoadingView or the ProgressBar. Besides, some Drawable can customize the loading progress too.",13846,3107,46,1,2,16 April 2016,13 April 2017,dinuscxj/LoadingDrawable,
56403768,JavaScript,:rocket: A Babel preset and plugins for optimizing React code.,19,1471,10,4,4,16 April 2016,06 April 2017,thejameskyle/babel-react-optimize,
56408159,Java,Adapter and LayoutManager for Android RecyclerView which enables sticky header positioning.,3814,1007,140,6,6,16 April 2016,04 January 2018,StickyHeaders,
56453473,Go,"Proto Actor - Ultra fast distributed actors for Go, C# and Java/Kotlin",14470,2034,1142,28,30,17 April 2016,15 March 2018,protoactor-go,
56486975,Java,A full-featured framework that allows building android applications following the principles of Clean Architecture.,1606,1151,107,3,3,18 April 2016,01 August 2017,EasyMVP,
56508147,Go,":zap: fast dns proxy that can run anywhere, built to black-hole internet advertisements and malware servers",60,931,69,4,6,18 April 2016,11 February 2018,grimd,
56582693,Python,Neural Network to colorize grayscale images,157648,3231,37,1,1,19 April 2016,06 December 2016,pavelgonchar/colornet,
56727413,Java,Create an awesome About Page for your Android App in 2 minutes,906,1429,219,25,31,20 April 2016,07 February 2018,medyo/android-about-page,
56734422,JavaScript,"LibreTaxi, free and open source Uber/Lyft alternative to connect passengers and drivers.",871,2908,372,20,23,21 April 2016,11 January 2018,libretaxi,
56787441,Java,Dynamic iOS-like blur of underlying Views for Android,13318,1873,197,3,4,21 April 2016,11 December 2017,Dimezis/BlurView,
56788834,JavaScript,:zap: Delightful web development.,5198,3436,773,25,26,21 April 2016,12 March 2018,poi,
56817418,Java,Android????/????????????????????,21655,1817,254,7,7,22 April 2016,13 March 2018,RxGalleryFinal,
56829582,Java,Android??????????????????????????????????????????????????????,3068,5155,148,2,3,22 April 2016,05 January 2018,youth5201314/banner,
56840338,Swift,Fast and simple OCR library written in Swift,11580,3079,149,13,16,22 April 2016,07 November 2017,garnele007/SwiftOCR,
56851083,Java,??????? StickyHeaderListView?????????????????????,7660,2278,59,1,1,22 April 2016,14 February 2018,sfsheng0322/StickyHeaderListView,
56899284,JavaScript,The most intuitive cross-platform REST API Client ?,25761,6539,1435,44,46,23 April 2016,15 March 2018,insomnia,
56940351,C#,A productive VR Toolkit for rapidly building VR solutions in Unity3d.,87180,2137,1710,44,49,23 April 2016,14 March 2018,VRTK,
56949117,Java,A toolbar that morphs from a FloatingActionButton,2077,1369,151,5,5,24 April 2016,28 July 2017,FloatingToolbar,
57005838,Python,Validator for HTTP,1507,922,784,2,2,25 April 2016,05 February 2018,httpolice,
57029421,Swift,:octocat: PaperOnboarding is a material design UI slider,18221,2201,139,13,16,25 April 2016,08 February 2018,Ramotion/paper-onboarding,
57029460,Java,:octocat: PaperOnboarding is a material design slider made by @Ramotion,13280,1672,37,6,6,25 April 2016,08 February 2018,Ramotion/paper-onboarding-android,
57147349,Java,Firebase Quickstart Samples for Android,6355,3272,443,32,37,26 April 2016,09 February 2018,firebase/quickstart-android,
57179426,Objective-C,A simple demo of realtime face beautification based on GPUImage,2944,1842,16,1,3,27 April 2016,02 November 2016,Guikunzhi/BeautifyFaceDemo,
57250889,JavaScript,Automatically Interactive Graphics ???,920,1148,126,4,4,27 April 2016,28 September 2016,bijection/g9,
57251684,Swift,"Willow is a powerful, yet lightweight logging library written in Swift.",438,1034,289,5,6,27 April 2016,03 January 2018,Willow,
57261362,Java,MPush??????????,2552,1612,1544,2,6,28 April 2016,06 March 2018,mpush,
57350146,Java,Some loading GIF .   ,54513,1119,10,1,1,29 April 2016,04 August 2016,GifLoadingView,
57380736,Python,The next-gen reverse proxy for full site mirroring,1821,973,475,3,3,29 April 2016,16 November 2017,zmirror,
57459873,Java,A Music Player for android that renders beautiful DNA(Visualization) of the currently playing music.,37859,2214,349,7,9,30 April 2016,12 February 2018,MusicDNA,
57903947,Python,Using neural networks to build an automatic number plate recognition system,42,1191,40,1,2,02 May 2016,27 November 2017,deep-anpr,
57924614,Java,This is project allows Android clients to communicate using iMessage,6075,1001,28,2,2,02 May 2016,28 October 2016,PieMessage,
57975837,Java,A Java 8 string manipulation library. ,251,1139,134,8,9,03 May 2016,17 November 2017,strman-java,
57999295,PHP,Laravel API Documentation Generator,230,1246,231,27,28,03 May 2016,12 March 2018,laravel-apidoc-generator,
58001483,PHP,null,28256,1124,641,86,90,03 May 2016,10 March 2018,valet,
58028038,Python,:octocat:?? GitHub ????????????????????????????????????????????,75467,4033,80,4,4,04 May 2016,02 March 2018,HelloGitHub,
58054670,Java,"An MVP Dribbble client for Android Mobile, Tablet, Wear and TV.",9899,1057,55,4,4,04 May 2016,16 May 2017,Bourbon,
58121109,Java,:iphone: [Android Library] Get device information in a super easy way.,2337,1360,209,5,5,05 May 2016,21 December 2017,easydeviceinfo,
58152695,Python,Ansible Container is a tool to build Docker images and orchestrate containers using only Ansible playbooks.,4273,1948,1029,61,65,05 May 2016,10 February 2018,ansible/ansible-container,
58210518,JavaScript,socket.io implementation for vuejs,250,1051,49,9,13,06 May 2016,08 March 2018,Vue-Socket.io,
58212753,PHP,A collection of PHP backdoors. For educational or testing purposes only.,15706,1588,49,3,3,06 May 2016,23 July 2017,bartblaze/PHP-backdoors,
58236945,Java,From UI Proposal to Code :notes::arrow_forward:,24402,2819,53,1,1,06 May 2016,12 July 2017,andremion/Music-Player,
58266220,Swift,A toolkit for Network Extension Framework,2069,1817,657,11,13,07 May 2016,24 January 2018,NEKit,
58276707,Python,"Keras Implementation of Neural Style Transfer from the paper ""A Neural Algorithm of Artistic Style"" (http://arxiv.org/abs/1508.06576) in Keras 2.0+",62874,1029,272,5,5,07 May 2016,09 August 2017,Neural-Style-Transfer,
58301920,Python,Google Deep Learning Notes?TensorFlow???,10706,1169,321,1,1,08 May 2016,28 January 2018,GDLnotes,
58326497,Java,Default colors and dimens per Material Design guidelines and Android Design guidelines inside one library.,137,1313,95,4,4,08 May 2016,17 May 2017,DmitryMalkovich/material-design-dimens,
58334684,Java,mybatis-generator?????????????????,10108,1912,159,7,11,08 May 2016,13 March 2018,mybatis-generator-gui,
58364416,Python,"Sample code for ""Tensorflow and deep learning, without a PhD"" presentation and code lab.",158,1347,135,6,7,09 May 2016,06 March 2018,tensorflow-mnist-tutorial,
58372256,Python,??????????????????,3872,1755,199,2,3,09 May 2016,08 March 2018,WechatSogou,
58509963,JavaScript,TypeScript ????,344,1448,143,10,11,11 May 2016,08 February 2018,typescript-tutorial,
58526121,Go,??(CNKI)??????,732,1592,51,2,2,11 May 2016,12 June 2017,cnki-downloader,
58594760,Python,Alexa Skills Kit for Python,463,1413,443,23,30,12 May 2016,03 March 2018,flask-ask,
58602794,Objective-C,The 2.x ReactiveCocoa Objective-C API: Streams of values over time,14270,1177,7497,175,212,12 May 2016,30 December 2017,ReactiveObjC,
58604578,Swift,Swift wrapper for custom ViewController presentations on iOS,1521,1779,305,20,21,12 May 2016,20 December 2017,IcaliaLabs/Presentr,
58605580,JavaScript,:boom: Puts your console on blast when React is making unnecessary updates.,29,5166,45,5,7,12 May 2016,23 September 2017,garbles/why-did-you-update,
58631151,Java,Custom animated pull-to-refresh that can be easily added to RecyclerView,714,1342,26,3,5,12 May 2016,14 March 2017,Yalantis/pull-to-make-soup,
58681214,Java,"Video playback on Android, made easy, wrapping around the stock MediaPlayer API.",8408,1130,91,7,8,12 May 2016,26 September 2017,easy-video-player,
58727800,C++,C++ Paxos library that has been used in Wechat production environment.,1461,1667,106,11,15,13 May 2016,12 February 2018,tencent-wechat/phxpaxos,
58734906,JavaScript,Jwt Auth library for Vue.js.,792,1153,344,22,24,13 May 2016,16 February 2018,vue-auth,
58858323,Python,Tensorflow implementation of Human-Level Control through Deep Reinforcement Learning,30282,1472,100,7,8,15 May 2016,02 October 2017,DQN-tensorflow,
58871536,Java,Navigation tab strip with smooth interaction.,205,1689,26,1,2,15 May 2016,01 June 2017,DevLight-Mobile-Agency/NavigationTabStrip,
58881448,Java,"Java BitTorrent library with DHT, magnet links, encryption and more",75470,1260,774,6,6,15 May 2016,28 February 2018,bt,
58910553,JavaScript,"???? React, Redux, and React-Router????????",2058,1693,114,6,6,16 May 2016,06 December 2017,bodyno/react-starter-kit,
58985060,Java,"Android Studio Plugin,Translate English to Chinese. Android Studio ????,??????????.",159,1697,25,2,2,17 May 2016,09 August 2017,Skykai521/ECTranslation,
59009548,JavaScript,Minimalistic predicate library.,507,1015,219,3,3,17 May 2016,02 September 2016,pwnn/is.js,
59078087,Java,The Firebase JobDispatcher is a library for scheduling background jobs in your Android app. It provides a JobScheduler-compatible API that works on all recent versions of Android (API level 9+) that have Google Play services installed.,493,1445,145,13,16,18 May 2016,05 February 2018,firebase-jobdispatcher-android,
59101986,Go,"Faster multil-language  bidirectional RPC framework in Go, like alibaba Dubbo and weibo Motan in Java, but with more features, Scale easily.",25546,2075,185,3,3,18 May 2016,13 March 2018,rpcx,
59107111,Java,Android??+1??????????,124,971,5,1,1,18 May 2016,03 October 2017,GoodView,
59152263,JavaScript,Test your download speed using fast.com,92,960,29,9,9,18 May 2016,03 November 2017,fast-cli,
59155443,Python,"Repository for BLESS, an SSH Certificate Authority that runs as a AWS Lambda function",169,1384,93,13,13,18 May 2016,14 March 2018,bless,
59195686,Java,RecyclerView?????????????IOS??Item???????????QQ????250468947?,38084,1839,372,4,8,19 May 2016,06 February 2018,LRecyclerView,
59289480,Go,Cameradar hacks its way into RTSP videosurveillance cameras,34729,1259,121,4,5,20 May 2016,13 March 2018,cameradar,
59293418,JavaScript,State-Driven Styling in JavaScript,20771,1290,1488,74,79,20 May 2016,14 March 2018,fela,
59298603,Go,"Container orchestration with CI&CD, cli and amazing UI",22827,1173,1164,9,18,20 May 2016,15 March 2018,lastbackend,
59350368,Java,????????,811,1354,86,2,2,21 May 2016,21 February 2018,JAViewer,
59369770,Swift,Streams of values over time,16776,1809,8433,192,230,21 May 2016,15 March 2018,ReactiveSwift,
59488896,Java,A news-reading App (MVP+Dagger2+RxJava+Retrofit2+Material Design),41719,1241,96,1,1,23 May 2016,30 October 2016,ColorfulNews,
59530386,Objective-C,Both scroll horizontal and vertical for segment scrollview which have  a same header. —  ???????????QQ???????????????????????????????tableview???????????????????????????????????? collectionview????? contentSize ?????????,28757,1382,102,3,3,24 May 2016,30 January 2018,SwipeTableView,
59643097,Swift,:octocat: ExpandingCollection is an animated material design UI card peek/pop controller made by @Ramotion,17554,4247,142,15,19,25 May 2016,29 January 2018,Ramotion/expanding-collection,
59647995,Swift,A fantastic Physical animation library for swift,14090,2518,128,2,2,25 May 2016,31 August 2017,AugustRush/Stellar,
59675140,Java,A Helper for SystemBar include StatusBar and NavigationBar.,31537,963,4,1,1,25 May 2016,18 April 2017,FlycoSystemBar,
59678017,JavaScript,WebGL visualization for displaying animated traffic graphs,1795,2140,373,18,23,25 May 2016,08 March 2018,vizceral,
59698614,Java,Animated SVG Drawing for Android,599,1566,54,2,3,25 May 2016,29 September 2017,AnimatedSvgView,
59737212,JavaScript,G2 (The Grammar of Graphics),51030,4642,967,12,14,26 May 2016,15 March 2018,g2,
59758949,Python,Replicating AlphaGo's architecture in a readable manner,47313,935,186,3,3,26 May 2016,28 January 2018,MuGo,
59766839,Java,"An Android library that prevents your app from being pirated / cracked using Google Play Licensing (LVL), APK signature protection and more. API 14+ required.",9172,990,199,6,6,26 May 2016,25 February 2018,PiracyChecker,
59812873,Java,edit personal information which enables users to drag and rank image order,14543,967,21,1,2,27 May 2016,11 April 2017,DragRankSquare,
59865633,JavaScript,highlights code in any programming language,12,1343,25,2,2,27 May 2016,22 March 2017,asvd/microlight,
59868262,Python,Python Serverless Microframework for AWS,2173,3888,965,48,61,27 May 2016,13 February 2018,awslabs/chalice,
59934258,Java,:bride_with_veil: Yet another QQ Bot. ??? QQ ??????????????~,4993,1079,159,6,6,29 May 2016,16 February 2018,xiaov,
59951874,Java,Code library for competitive programming purposes.,269,1298,258,13,15,29 May 2016,24 February 2018,Competitive-programming-library,
59966901,JavaScript,"The standalone app based on official debugger of React Native, and includes React Inspector / Redux DevTools",2034,2483,547,16,17,29 May 2016,15 March 2018,react-native-debugger,
59972178,Java,??ijkplayer???UI?? ???????ijkplayer??????????UI??? ?????? Android ? RTMP ???? SDK???????????????????? H.264 ?????? AAC ???????????RIMP?HLS?MP4?M4A?????????,87344,1651,53,1,2,30 May 2016,24 November 2016,jjdxm_ijkplayer,
60000469,Java,??de Casteljau????????????????????1-7????????????,19615,1049,36,1,1,30 May 2016,03 October 2017,BezierMaker,
60046923,Objective-C,VTMagic is a page container library for iOS.,3195,1546,108,2,4,31 May 2016,09 February 2018,tianzhuo112/VTMagic,
60133112,JavaScript,A service for server-side rendering your JavaScript views,171,3949,102,13,14,01 June 2016,03 February 2018,airbnb/hypernova,
60145667,Java,An unofficial bilibili client for android  http://www.jianshu.com/p/f69a55b94c05,113163,3357,486,1,1,01 June 2016,11 July 2017,bilibili-android-client,
60152624,Java,??????????????????????????????????,2256,2146,68,5,6,01 June 2016,11 February 2018,sfsheng0322/MarqueeView,
60166854,JavaScript,"Create chat bots for Facebook Messenger, Slack, Amazon Alexa, Skype, Telegram, Viber, Line, GroupMe, Kik and Twilio and deploy to AWS Lambda in minutes",505,1366,502,27,29,01 June 2016,04 March 2018,claudia-bot-builder,
60250640,Java,A toolkit help to build Android MVVM Application,83,1130,8,1,2,02 June 2016,30 March 2017,MVVMLight,
60257915,Objective-C,An easy way to browse photo(image) for iOS.,13647,1706,227,5,5,02 June 2016,17 November 2017,PYPhotoBrowser,
60261863,Python,A Python stream processing engine modeled after Yahoo! Pipes,2537,1353,1152,11,15,02 June 2016,31 August 2017,nerevu/riko,
60278909,JavaScript,:package: build your react apps with one command and one `npm i`.,117,1028,52,11,11,02 June 2016,06 December 2016,olahol/reactpack,
60286702,Objective-C,AppDevKit is an iOS development library that provides developers with useful features to fulfill their everyday iOS app development needs.,2953,1371,160,8,18,02 June 2016,02 February 2018,yahoo/AppDevKit,
60294682,Java,Android view for displaying PDFs rendered with PdfiumAndroid,2662,2965,78,7,10,02 June 2016,15 January 2018,barteksc/AndroidPdfViewer,
60322697,JavaScript,:chart_with_upwards_trend: baidu Echarts(v3.0 & v4.0) components for React wrapper. ????? echarts(v3.0 & v4.0) ? react ???,5107,1093,113,10,12,03 June 2016,14 March 2018,echarts-for-react,
60341171,Java,One Custom view for show something just like cards with animations. ,4179,1393,47,1,2,03 June 2016,26 June 2017,CardStackView,
60350949,Go,A Mighty CLI for AWS,19096,3491,1274,11,13,03 June 2016,15 February 2018,awless,
60372006,JavaScript,"Starting a new JS app? Build, test and run advanced apps with kyt ?",2260,1309,451,30,33,03 June 2016,03 November 2017,kyt,
